ticker,success,is_banking,model_used,lifecycle_stage,lifecycle_sub,value_per_share_tl,market_price_tl,upside_pct,damodaran_verdict,equity_value_tl,shares_outstanding,wacc,normalized_margin,periods_fetched,items_mapped,errors
HEDEF,False,False,decline_dcf,decline,"cyclical,capital_intensive",,145.00,,UNKNOWN,,,,,8,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
HOROZ,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-24.98,81.35,-130.71,SAT,-2.26B,90488084,10.62%,-0.53%,4,12,
INTEM,False,False,decline_dcf,decline,"cyclical,capital_intensive",,290.75,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
MEGMT,True,False,industrial_fcff,mature_growth,"stable,capital_intensive",21.85,85.20,-74.35,SAT,5.79B,265000000,10.22%,4.85%,8,12,
MERCN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",11.61,24.08,-51.80,SAT,2.21B,190370946,12.05%,13.22%,8,12,
OBASE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.45,39.86,-86.33,SAT,0.25B,45500000,12.94%,5.40%,8,12,
OZKGY,False,False,cyclical_dcf,mature_stable,cyclical,,12.89,,UNKNOWN,,,,111.90%,16,12,Current revenue is None | DCF execution returned None
PSDTC,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",75.22,139.00,-45.89,SAT,0.56B,7425000,10.41%,32.72%,16,12,
SELEC,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",55.54,104.30,-46.75,SAT,34.49B,621000000,12.27%,3.78%,16,12,
ULAS,False,False,distress_dcf,distress,"cyclical,asset_light",,29.10,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
AAGYO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",1.07,18.90,-94.34,SAT,0.75B,701000000,13.93%,45.85%,4,12,
ACSEL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",7.75,133.80,-94.21,SAT,0.08B,10721700,11.60%,9.93%,16,12,
ADEL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",16.70,51.40,-67.51,SAT,4.34B,259875000,10.96%,13.64%,16,12,
ADGYO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.46,60.40,-92.62,SAT,2.43B,545854435,14.42%,43.68%,8,12,
AFYON,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.88,13.68,-57.01,SAT,2.35B,400000000,14.39%,4.84%,16,12,
AGYO,False,False,distress_dcf,distress,"stable,capital_intensive",,9.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
AHGAZ,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",11.34,27.94,-59.40,SAT,28.76B,2534953405,13.28%,12.12%,8,12,
AHSGY,False,False,distress_dcf,distress,"stable,asset_light",,21.52,,UNKNOWN,,,,,4,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
AKFIS,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",172.65,54.70,215.63,AL,109.91B,636584078,10.21%,183.67%,4,12,
AKFYE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.69,23.42,-79.97,SAT,5.56B,1185075250,12.88%,36.56%,8,12,
AKSUE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.71,37.32,-98.11,SAT,0.05B,66000000,13.85%,15.75%,16,12,
AKYHO,False,False,distress_dcf,distress,"cyclical,capital_intensive",,2.77,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
ALCAR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",242.06,787.50,-69.26,SAT,2.61B,10800000,11.15%,7.16%,16,12,
ALCTL,True,False,cyclical_dcf,mature_stable,cyclical,72.67,131.50,-44.74,SAT,2.81B,38700772,13.97%,4.73%,16,12,
ALFAS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",13.78,42.90,-67.88,SAT,5.07B,368000000,12.25%,10.26%,8,12,
ALKIM,False,False,decline_dcf,decline,"cyclical,capital_intensive",,20.44,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
ALKLC,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",20.49,340.00,-93.97,SAT,2.29B,112000000,11.24%,11.28%,4,12,
ALVES,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.76,3.47,-49.21,SAT,2.82B,1600000000,11.39%,11.41%,8,12,
ANGEN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",10.37,11.36,-8.75,BEKLE,2.28B,220000000,14.41%,54.52%,8,12,
ARASE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",154.84,104.00,48.88,AL,38.71B,250000000,12.89%,16.07%,8,12,
ARDYZ,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",10.56,58.50,-81.95,SAT,3.28B,310542259,12.87%,44.24%,12,12,
ARMGD,False,False,decline_dcf,decline,"cyclical,capital_intensive",,131.50,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
ARSAN,False,False,decline_dcf,decline,"cyclical,capital_intensive",,3.62,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
ARTMS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",87.73,42.84,104.80,AL,6.14B,70000000,13.84%,82.99%,8,12,
ARZUM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.07,2.70,-23.35,IZLE-SAT,1.24B,600000000,7.12%,4.34%,8,12,
ATAKP,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",33.40,52.10,-35.89,SAT,4.63B,138768000,13.87%,22.01%,8,12,
ATATP,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",88.01,159.50,-44.82,SAT,2.33B,26474083,14.11%,15.98%,8,12,
ATEKS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",41.87,93.85,-55.38,SAT,1.06B,25200000,13.61%,10.21%,16,12,
ATSYH,False,False,distress_dcf,distress,"cyclical,capital_intensive",,71.90,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
AVPGY,True,False,industrial_fcff,mature_stable,"stable,asset_light",195.71,61.70,217.19,AL,78.28B,400000000,14.42%,147.16%,8,12,
AVTUR,False,False,distress_dcf,distress,"cyclical,capital_intensive",,18.83,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
AYCES,False,False,distress_dcf,distress,"cyclical,capital_intensive",,768.50,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
AYES,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.55,31.00,-85.31,SAT,0.68B,150000000,11.58%,2.89%,16,12,
AZTEK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",7.66,4.89,56.64,AL,7.66B,1000000000,10.99%,11.08%,8,12,
BAHKM,False,False,decline_dcf,decline,"cyclical,capital_intensive",,123.50,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
BAKAB,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",31.96,46.02,-30.55,SAT,2.30B,72000000,12.45%,8.33%,16,12,
BALAT,False,False,decline_dcf,decline,"cyclical,capital_intensive",,80.00,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
BARMA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.22,60.05,-99.64,SAT,0.06B,262500000,9.95%,18.62%,8,12,
BASCM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.63,13.83,-59.29,SAT,3.72B,660000000,14.00%,8.18%,16,12,
BASGZ,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",29.59,48.76,-39.31,SAT,20.71B,700000000,13.54%,6.61%,8,12,
BAYRK,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.12,5.00,-97.52,SAT,0.03B,249999992,10.20%,7.47%,8,12,
BEGYO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.53,4.35,-64.79,SAT,1.25B,815000000,14.42%,38.89%,8,12,
BESLR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",10.25,15.70,-34.73,SAT,6.78B,662000000,11.99%,4.89%,16,12,
BESTE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",2.56,28.80,-91.12,SAT,0.40B,158205000,13.49%,33.60%,4,12,
BEYAZ,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",23.65,29.82,-20.69,IZLE-SAT,2.36B,99687500,13.98%,1.40%,16,12,
BIENY,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",15.77,24.30,-35.12,SAT,5.69B,361000000,12.92%,13.35%,8,12,
BIGCH,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,7.46,,UNKNOWN,,,,,8,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
BIGEN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.63,20.30,-72.28,SAT,3.25B,577000000,9.51%,74.87%,4,12,
BIGTK,False,False,decline_dcf,decline,"cyclical,capital_intensive",,205.10,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
BINBN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",12.09,178.40,-93.22,SAT,1.11B,92000000,14.01%,17.82%,4,12,
BINHO,False,False,decline_dcf,decline,"cyclical,capital_intensive",,9.40,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
BIOEN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-1.86,21.52,-108.63,SAT,-0.93B,500000000,10.23%,16.93%,8,12,
BJKAS,False,False,distress_dcf,distress,"cyclical,capital_intensive",,1.60,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
BLCYT,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",21.54,33.62,-35.93,SAT,2.15B,100000000,14.42%,25.87%,16,12,
BLUME,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.12,42.64,-97.38,SAT,0.19B,173840256,13.54%,20.31%,16,12,
BMSCH,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.26,18.92,-93.34,SAT,0.13B,100000000,11.80%,2.73%,8,12,
BMSTL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.56,84.15,-94.58,SAT,0.68B,150000000,11.21%,9.41%,8,12,
BNTAS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.88,6.86,-28.88,IZLE-SAT,1.18B,241538295,14.34%,14.98%,16,12,
BOBET,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",17.88,19.74,-9.40,BEKLE,6.80B,380000000,13.79%,11.28%,8,12,
BORLS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.93,7.93,-50.50,SAT,2.73B,694168347,8.80%,11.37%,4,12,
BORSK,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",6.51,7.38,-11.80,IZLE-SAT,6.25B,960000000,14.09%,23.19%,8,12,
BRKO,False,False,decline_dcf,decline,"cyclical,capital_intensive",,13.00,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
BRKSN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.08,9.19,-66.54,SAT,0.29B,93600000,13.88%,6.52%,16,12,
BRLSM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",12.40,15.68,-20.92,IZLE-SAT,2.78B,224000000,11.83%,10.13%,8,12,
BRMEN,False,False,distress_dcf,distress,"cyclical,asset_light",,7.42,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
BUCIM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",4.68,6.25,-25.10,IZLE-SAT,7.02B,1500000000,13.17%,12.42%,16,12,
BULGS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",50.50,45.56,10.85,IZLE-AL,13.53B,268000000,14.37%,112.43%,4,12,
BURCE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.87,54.85,-96.59,SAT,0.16B,84240000,14.28%,1.69%,16,12,
BURVA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",9.25,1214.00,-99.24,SAT,0.07B,7347672,14.09%,3.11%,16,12,
BVSAN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",78.51,124.50,-36.94,SAT,2.95B,37600000,13.42%,35.47%,8,12,
BYDNR,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,44.00,,UNKNOWN,,,,,8,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
CASA,False,False,distress_dcf,distress,"cyclical,capital_intensive",,100.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
CATES,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,40.10,,UNKNOWN,,,,,8,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
CELHA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-0.39,13.84,-102.79,SAT,-0.15B,385499653,13.38%,2.82%,16,12,
CEMAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-0.35,4.81,-107.18,SAT,-0.27B,791000000,13.71%,0.44%,16,12,
CEMTS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",8.64,10.87,-20.53,IZLE-SAT,4.32B,500000000,13.47%,11.12%,16,12,
CEMZY,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.91,12.55,-84.79,SAT,4.39B,2300000000,12.77%,25.05%,4,12,
CGCAM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",22.54,42.60,-47.08,SAT,3.79B,168000000,13.93%,21.62%,4,12,
CMBTN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-231.66,1741.00,-113.31,SAT,-0.41B,1770000,12.27%,-0.86%,16,12,
CMENT,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",66.68,322.25,-79.31,SAT,5.77B,86592207,14.31%,3.31%,16,12,
CONSE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-2.28,3.39,-167.35,SAT,-1.76B,771000000,10.37%,3.08%,8,12,
COSMO,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",42.24,198.90,-78.76,SAT,0.29B,6917538,13.16%,5.75%,16,12,
CRDFA,False,False,none,,,,30.58,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for CRDFA
CUSAN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",21.51,25.26,-14.84,IZLE-SAT,1.53B,71250000,8.89%,9.37%,16,12,
DARDL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.73,2.27,64.31,AL,8.74B,2344397132,11.08%,21.13%,16,12,
DCTTR,False,False,decline_dcf,decline,"cyclical,capital_intensive",,12.60,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
DENGE,False,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",,2.57,,UNKNOWN,,,,4791.92%,16,12,Current revenue is None | DCF execution returned None
DERHL,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,15.62,,UNKNOWN,,,,,12,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
DERIM,True,False,cyclical_dcf,mature_growth,"cyclical,asset_light",36.31,38.50,-5.68,BEKLE,1.96B,54000000,13.81%,5.21%,16,12,
DESA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.45,15.04,-83.70,SAT,1.20B,490000000,13.60%,6.15%,16,12,
DESPC,True,False,cyclical_dcf,mature_growth,"cyclical,asset_light",85.53,42.58,100.87,AL,1.97B,23000000,14.31%,6.69%,16,12,
DGNMO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",7.59,9.40,-19.23,IZLE-SAT,2.63B,345830251,9.93%,7.08%,16,12,
DIRIT,False,False,distress_dcf,distress,"cyclical,capital_intensive",,26.90,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
DITAS,False,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",,33.20,,UNKNOWN,,,,1.50%,16,12,Current revenue is None | DCF execution returned None
DMRGD,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,6.85,,UNKNOWN,,,,,8,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
DNISI,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",3.27,20.34,-83.92,SAT,0.39B,119728125,13.75%,11.24%,8,12,
DOFER,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",22.84,33.72,-32.28,SAT,1.27B,55750000,14.16%,3.99%,4,12,
DOFRB,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",10.01,170.00,-94.11,SAT,1.50B,150000000,10.33%,35.18%,4,12,
DOGUB,False,False,distress_dcf,distress,"cyclical,capital_intensive",,102.00,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
DOKTA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",5.27,24.98,-78.91,SAT,1.71B,324000000,10.10%,8.44%,16,12,
DUNYH,True,False,cyclical_dcf,mature_stable,"cyclical,asset_light",4.65,117.40,-96.04,SAT,0.17B,36732300,14.42%,13.24%,16,12,
DURDO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",2.56,5.00,-48.85,SAT,1.28B,500000000,11.97%,11.58%,16,12,
DURKN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",5.39,21.20,-74.60,SAT,0.71B,132500000,12.18%,14.22%,4,12,
DZGYO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.49,8.10,-69.27,SAT,1.00B,400000000,14.40%,29.75%,16,12,
ECOGR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",8.78,39.56,-77.82,SAT,4.74B,540000000,11.21%,44.02%,4,12,
EDATA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",2.38,23.16,-89.72,SAT,0.96B,402170000,14.36%,9.91%,8,12,
EGEPO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.44,18.53,-92.23,SAT,0.72B,500000000,14.06%,9.58%,8,12,
EGGUB,False,False,cyclical_dcf,mature_stable,cyclical,,127.60,,UNKNOWN,,,,7.39%,16,12,Current revenue is None | DCF execution returned None
EGPRO,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",14.89,40.16,-62.92,SAT,8.12B,545000000,13.73%,12.38%,16,12,
EKIZ,True,False,cyclical_dcf,mature_stable,"cyclical,asset_light",-5.44,94.75,-105.74,SAT,-0.05B,9284470,14.42%,-2.70%,16,12,
EKOS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",2.59,7.18,-63.93,SAT,2.90B,1120000000,13.40%,18.74%,8,12,
EKSUN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.50,6.07,-25.87,IZLE-SAT,2.70B,600000000,9.71%,4.48%,8,12,
ELITE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",30.41,33.46,-9.11,BEKLE,3.94B,129600000,13.75%,36.08%,8,12,
EMKEL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.83,25.04,-96.67,SAT,0.13B,150000000,13.43%,4.91%,16,12,
EMNIS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-17.13,158.00,-110.84,SAT,-0.11B,6200000,14.42%,-3.96%,16,12,
EMPAE,False,False,decline_dcf,decline,stable,,44.00,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
ENDAE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",4.64,16.63,-72.07,SAT,1.91B,411141318,13.94%,24.27%,4,12,
ENPRA,False,False,none,,,,80.85,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for ENPRA
ENSRI,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.65,13.79,-88.01,SAT,0.90B,545800000,12.73%,29.03%,8,12,
ENTRA,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",-5.64,11.10,-150.85,SAT,-10.41B,1845000000,11.72%,14.40%,4,12,
ERBOS,False,False,industrial_fcff,mature_stable,"stable,asset_light",,209.90,,UNKNOWN,,,,16.66%,16,12,Current revenue is None | DCF execution returned None
ERCB,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",60.51,60.00,0.85,BEKLE,4.71B,77770481,9.82%,13.22%,8,12,
ERSU,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",3.44,25.10,-86.28,SAT,0.12B,36000000,14.42%,0.35%,16,12,
ESCAR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",12.06,55.70,-78.35,SAT,6.03B,500000000,11.92%,37.97%,8,12,
ESCOM,False,False,distress_dcf,distress,"cyclical,asset_light",,5.82,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
ESEN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-1.08,3.76,-128.77,SAT,-1.97B,1820000000,12.46%,27.49%,8,12,
ETILR,False,False,distress_dcf,distress,"cyclical,capital_intensive",,6.09,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
ETYAT,False,False,decline_dcf,decline,"cyclical,capital_intensive",,8.00,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
EUHOL,False,False,distress_dcf,distress,"cyclical,capital_intensive",,12.60,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
EUKYO,False,False,decline_dcf,decline,"cyclical,capital_intensive",,7.11,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
EUYO,False,False,decline_dcf,decline,"cyclical,capital_intensive",,5.47,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
EYGYO,False,False,distress_dcf,distress,"cyclical,capital_intensive",,2.75,,UNKNOWN,,,,,4,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
FADE,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",8.59,15.40,-44.25,SAT,0.72B,83895000,13.89%,26.67%,12,12,
FLAP,False,False,cyclical_dcf,mature_stable,cyclical,,13.90,,UNKNOWN,,,,7.78%,4,9,Current revenue is None | DCF execution returned None
FMIZP,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",89.08,299.50,-70.26,SAT,1.27B,14276790,13.97%,21.11%,16,12,
FONET,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",0.75,5.42,-86.13,SAT,0.70B,936000000,14.24%,26.83%,16,12,
FORMT,False,False,cyclical_dcf,mature_stable,cyclical,,2.81,,UNKNOWN,,,,18.67%,12,12,Current revenue is None | DCF execution returned None
FORTE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",29.93,100.70,-70.28,SAT,2.00B,67000000,13.35%,18.36%,8,12,
FRIGO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.95,9.44,-89.97,SAT,0.28B,294204950,13.43%,7.86%,16,12,
FRMPL,False,False,decline_dcf,decline,"cyclical,capital_intensive",,33.64,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
FZLGY,False,False,distress_dcf,distress,"stable,capital_intensive",,14.83,,UNKNOWN,,,,,8,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
GARFA,False,False,none,,,,29.90,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for GARFA
GATEG,False,False,decline_dcf,decline,"cyclical,capital_intensive",,318.00,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
GEDZA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",22.06,34.12,-35.36,SAT,1.03B,46656000,13.82%,22.87%,16,12,
GENKM,False,False,decline_dcf,decline,"stable,capital_intensive",,14.26,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
GEREL,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.54,38.20,-98.60,SAT,0.20B,372475397,10.84%,4.96%,16,12,
GLCVY,False,False,none,,,,63.45,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for GLCVY
GMTAS,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",7.93,41.64,-80.96,SAT,2.38B,300000000,14.42%,10.11%,8,12,
GOKNR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",52.15,21.94,137.68,AL,18.25B,350000000,12.38%,21.71%,8,12,
GOLTS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",233.00,371.50,-37.28,SAT,4.19B,18000000,13.07%,13.90%,16,12,
GRNYO,False,False,decline_dcf,decline,"cyclical,asset_light",,18.29,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
GSDDE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",6.12,17.40,-64.81,SAT,0.92B,150000000,12.19%,19.45%,16,12,
GUNDG,False,False,decline_dcf,decline,"stable,capital_intensive",,858.00,,UNKNOWN,,,,,4,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
GWIND,False,False,decline_dcf,decline,"cyclical,capital_intensive",,28.50,,UNKNOWN,,,,,8,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
GZNMI,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,71.25,,UNKNOWN,,,,,8,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
HATEK,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-12.37,16.22,-176.28,SAT,-0.78B,63000000,11.15%,4.54%,16,12,
HDFGS,False,False,cyclical_dcf,mature_growth,"cyclical,asset_light",,3.46,,UNKNOWN,,,,67.20%,16,12,Current revenue is None | DCF execution returned None
HKTM,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",3.38,14.15,-76.13,SAT,0.35B,105000000,11.59%,11.08%,8,12,
HRKET,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",18.40,81.70,-77.48,SAT,2.12B,115200000,11.86%,19.01%,4,12,
HTTBT,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",5.09,42.48,-88.01,SAT,1.53B,300000000,13.71%,23.23%,8,12,
HUNER,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-0.34,3.29,-110.36,SAT,-0.34B,1000000000,11.89%,31.64%,8,12,
HURGZ,False,False,distress_dcf,distress,"cyclical,capital_intensive",,9.01,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
ICUGS,False,False,distress_dcf,distress,"cyclical,asset_light",,6.30,,UNKNOWN,,,,,16,12,Model distress_dcf orchestration TBD (Faz 2.3.x)
IHAAS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",0.26,79.30,-99.68,SAT,0.04B,163000000,13.55%,1.26%,8,12,
IHEVA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",1.65,2.26,-26.82,IZLE-SAT,0.58B,350500000,13.96%,3.54%,16,12,
